CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
China,CHN,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,2015,97.5
China,CHN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2015,5204436000.0
China,CHN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2015,3237433000.0
China,CHN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2015,0.0423007617254136
China,CHN,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,2015,2400.0
China,CHN,"Mammal species, threatened",EN.MAM.THRD.NO,2015,74.0
China,CHN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2015,27.0
China,CHN,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,2015,70.0
China,CHN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2015,9.2
China,CHN,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,2015,8.6
China,CHN,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,2015,9.8
China,CHN,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2015,5.5
China,CHN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2015,10.7
China,CHN,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,2015,10.0
China,CHN,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,2015,11.3
China,CHN,Number of infant deaths,SH.DTH.IMRT,2015,156450.0
China,CHN,Number of maternal deaths,SH.MMR.DTHS,2015,4400.0
China,CHN,Number of neonatal deaths,SH.DTH.NMRT,2015,93435.0
China,CHN,Number of under-five deaths,SH.DTH.MORT,2015,181574.0
China,CHN,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,2015,70.0
China,CHN,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,2015,80.0
China,CHN,"Plant species (higher), threatened",EN.HPT.THRD.NO,2015,568.0
China,CHN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,2015,4655842000.0
China,CHN,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,2015,824464000.0
China,CHN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,2015,1009609000.0
China,CHN,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,2015,0.0
China,CHN,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,2015,176246000.0
China,CHN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,2015,1021416000.0
China,CHN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,2015,1560535000.0
China,CHN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,2015,63736000.0
China,CHN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,2015,977069000.0
China,CHN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,2015,1269677000.0
China,CHN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,2015,461946000.0
China,CHN,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,2015,5632911000.0
China,CHN,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2015,2094141000.0
China,CHN,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,2015,1471555000.0
China,CHN,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,2015,569690000.0
China,CHN,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,2015,0.0
China,CHN,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,2015,255466000.0
China,CHN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,2015,1591106000.0
China,CHN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,2015,1560535000.0
China,CHN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,2015,495448000.0
China,CHN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2015,11270863000.0
China,CHN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2015,4046846000.0
China,CHN,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,2015,0.0
China,CHN,Procedures to build a warehouse (number),IC.WRH.PROC,2015,22.0
China,CHN,Procedures to register property (number),IC.PRP.PROC,2015,4.0
China,CHN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,2015,23.6228455559311
China,CHN,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,2015,89.5
China,CHN,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,2015,60.0
China,CHN,Start-up procedures to register a business (number),IC.REG.PROC,2015,11.0
China,CHN,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,2015,4.0
China,CHN,Tax payments (number),IC.TAX.PAYM,2015,9.0
China,CHN,Time required to build a warehouse (days),IC.WRH.DURS,2015,244.3
China,CHN,Time required to enforce a contract (days),IC.LGL.DURS,2015,452.8
China,CHN,Time required to get electricity (days),IC.ELC.TIME,2015,143.2
China,CHN,Time required to register property (days),IC.PRP.DURS,2015,19.5
China,CHN,Time required to start a business (days),IC.REG.DURS,2015,31.4
China,CHN,Time to prepare and pay taxes (hours),IC.TAX.DURS,2015,261.0
China,CHN,Time to resolve insolvency (years),IC.ISV.DURS,2015,1.7
China,CHN,Total tax rate (% of commercial profits),IC.TAX.TOTL.CP.ZS,2015,67.8
Colombia,COL,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,2015,14.072459096691501
Colombia,COL,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,2015,3.05568276357552
Colombia,COL,"Bird species, threatened",EN.BIR.THRD.NO,2015,119.0
Colombia,COL,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,2015,9.0
Colombia,COL,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,2015,7.5
Colombia,COL,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,2015,7.0
Colombia,COL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2015,1675558000.0
Colombia,COL,Distance to frontier score (0=lowest performance to 100=frontier),IC.BUS.DFRN.XQ,2015,70.43
Colombia,COL,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,2015,54.0
Colombia,COL,"Fish species, threatened",EN.FSH.THRD.NO,2015,61.0
Colombia,COL,Improved sanitation facilities (% of population with access),SH.STA.ACSN,2015,81.1
Colombia,COL,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,2015,67.9
Colombia,COL,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,2015,85.2
Colombia,COL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,2015,91.4
Colombia,COL,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,2015,73.8
Colombia,COL,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,2015,96.8
Colombia,COL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2015,3959705000.0
Colombia,COL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2015,1460695000.0
Colombia,COL,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,2015,18.6
Colombia,COL,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2015,0.125686759130017
Colombia,COL,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,2015,800.0
Colombia,COL,"Mammal species, threatened",EN.MAM.THRD.NO,2015,56.0
Colombia,COL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2015,64.0
Colombia,COL,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,2015,90.0
Colombia,COL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2015,13.6
Colombia,COL,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,2015,12.0
Colombia,COL,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,2015,15.2
Colombia,COL,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2015,8.5
Colombia,COL,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2015,15.9
Colombia,COL,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,2015,14.0
Colombia,COL,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,2015,17.6
Colombia,COL,Number of infant deaths,SH.DTH.IMRT,2015,10183.0
Colombia,COL,Number of maternal deaths,SH.MMR.DTHS,2015,480.0
Colombia,COL,Number of neonatal deaths,SH.DTH.NMRT,2015,6356.0
Colombia,COL,Number of under-five deaths,SH.DTH.MORT,2015,11934.0
Colombia,COL,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,2015,28.6
Colombia,COL,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,2015,84.44443333333331
Colombia,COL,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,2015,83.3333
Colombia,COL,"Plant species (higher), threatened",EN.HPT.THRD.NO,2015,245.0
Colombia,COL,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,2015,283529000.0
Colombia,COL,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,2015,184940000.0
Colombia,COL,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,2015,160278000.0
Colombia,COL,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,2015,631555000.0
Colombia,COL,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,2015,1999773000.0
Colombia,COL,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,2015,442042000.0
Colombia,COL,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,2015,198720000.0
Colombia,COL,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,2015,110924000.0
Colombia,COL,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,2015,1394268000.0
Colombia,COL,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,2015,552197000.0
Colombia,COL,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,2015,227875000.0
Colombia,COL,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,2015,1677797000.0
Colombia,COL,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2015,737137000.0
Colombia,COL,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,2015,388153000.0
Colombia,COL,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,2015,2172000.0
Colombia,COL,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,2015,0.0
Colombia,COL,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,2015,160000.0
Colombia,COL,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,2015,1075769000.0
Colombia,COL,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,2015,938421000.0
Colombia,COL,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,2015,2110857000.0
Colombia,COL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2015,8363187000.0
Colombia,COL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2015,5609621000.0
Colombia,COL,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,2015,88.7
Colombia,COL,Procedures to build a warehouse (number),IC.WRH.PROC,2015,10.0
Colombia,COL,Procedures to register property (number),IC.PRP.PROC,2015,6.0
Colombia,COL,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,2015,22.5
Colombia,COL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,2015,19.8795180722892
Colombia,COL,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,2015,0.0
Colombia,COL,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,2015,80.0
Colombia,COL,Start-up procedures to register a business (number),IC.REG.PROC,2015,8.0
Colombia,COL,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,2015,12.0
Colombia,COL,Tax payments (number),IC.TAX.PAYM,2015,11.0
Colombia,COL,Time required to build a warehouse (days),IC.WRH.DURS,2015,73.0
Colombia,COL,Time required to enforce a contract (days),IC.LGL.DURS,2015,1288.0
Colombia,COL,Time required to get electricity (days),IC.ELC.TIME,2015,102.0
Colombia,COL,Time required to register property (days),IC.PRP.DURS,2015,16.0
Colombia,COL,Time required to start a business (days),IC.REG.DURS,2015,11.0
Colombia,COL,Time to prepare and pay taxes (hours),IC.TAX.DURS,2015,239.0
Colombia,COL,Time to resolve insolvency (years),IC.ISV.DURS,2015,1.7
Colombia,COL,Total tax rate (% of commercial profits),IC.TAX.TOTL.CP.ZS,2015,69.7
Comoros,COM,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,2015,4.21601025903078
Comoros,COM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,2015,2.75183443481754
Comoros,COM,"Bird species, threatened",EN.BIR.THRD.NO,2015,10.0
Comoros,COM,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,2015,7.0
Comoros,COM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,2015,118.2
Comoros,COM,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,2015,2.0
Comoros,COM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2015,5270000.0
Comoros,COM,Distance to frontier score (0=lowest performance to 100=frontier),IC.BUS.DFRN.XQ,2015,48.22
Comoros,COM,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,2015,154.0
Comoros,COM,"Fish species, threatened",EN.FSH.THRD.NO,2015,8.0
Comoros,COM,Improved sanitation facilities (% of population with access),SH.STA.ACSN,2015,35.8
Comoros,COM,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,2015,30.9
Comoros,COM,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,2015,48.3
Comoros,COM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,2015,90.1
Comoros,COM,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,2015,89.1
Comoros,COM,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,2015,92.6
Comoros,COM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2015,530000.0
Comoros,COM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2015,0.0
Comoros,COM,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,2015,0.0
Comoros,COM,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2015,1.51743712608214
Comoros,COM,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,2015,66.0
Comoros,COM,"Mammal species, threatened",EN.MAM.THRD.NO,2015,5.0
Comoros,COM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2015,335.0
Comoros,COM,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,2015,20.0
Comoros,COM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2015,55.1
Comoros,COM,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,2015,50.1
Comoros,COM,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,2015,60.0
Comoros,COM,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2015,34.0
Comoros,COM,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2015,73.5
Comoros,COM,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,2015,67.8
Comoros,COM,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,2015,79.0
Comoros,COM,Number of infant deaths,SH.DTH.IMRT,2015,1433.0
Comoros,COM,Number of maternal deaths,SH.MMR.DTHS,2015,88.0
Comoros,COM,Number of neonatal deaths,SH.DTH.NMRT,2015,889.0
Comoros,COM,Number of under-five deaths,SH.DTH.MORT,2015,1897.0
Comoros,COM,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,2015,184.4
Comoros,COM,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,2015,42.2221666666667
Comoros,COM,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,2015,56.6665
Comoros,COM,"Plant species (higher), threatened",EN.HPT.THRD.NO,2015,7.0
Comoros,COM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,2015,520000.0
Comoros,COM,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,2015,5270000.0
Comoros,COM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,2015,456000.0
Comoros,COM,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,2015,0.0
Comoros,COM,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,2015,0.0
Comoros,COM,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,2015,0.0
Comoros,COM,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,2015,0.0
Comoros,COM,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,2015,0.0
Comoros,COM,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,2015,1326000.0
Comoros,COM,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,2015,0.0
Comoros,COM,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,2015,74000.0
Comoros,COM,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,2015,1846000.0
Comoros,COM,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2015,5270000.0
Comoros,COM,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,2015,530000.0
Comoros,COM,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,2015,0.0
Comoros,COM,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,2015,0.0
Comoros,COM,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,2015,0.0
Comoros,COM,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,2015,0.0
Comoros,COM,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,2015,0.0
Comoros,COM,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,2015,0.0
Comoros,COM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2015,1846000.0
Comoros,COM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2015,0.0
Comoros,COM,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,2015,0.0
Comoros,COM,Procedures to build a warehouse (number),IC.WRH.PROC,2015,10.0
Comoros,COM,Procedures to register property (number),IC.PRP.PROC,2015,4.0
Comoros,COM,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,2015,32.1
Comoros,COM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,2015,3.03030303030303
Comoros,COM,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,2015,7.4
Comoros,COM,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,2015,50.0
Comoros,COM,Start-up procedures to register a business (number),IC.REG.PROC,2015,8.0
Comoros,COM,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,2015,6.0
Comoros,COM,Tax payments (number),IC.TAX.PAYM,2015,33.0
Comoros,COM,Time required to build a warehouse (days),IC.WRH.DURS,2015,108.0
Comoros,COM,Time required to enforce a contract (days),IC.LGL.DURS,2015,506.0
Comoros,COM,Time required to get electricity (days),IC.ELC.TIME,2015,120.0
Comoros,COM,Time required to register property (days),IC.PRP.DURS,2015,30.0
Comoros,COM,Time required to start a business (days),IC.REG.DURS,2015,15.0
Comoros,COM,Time to prepare and pay taxes (hours),IC.TAX.DURS,2015,100.0
Comoros,COM,Total tax rate (% of commercial profits),IC.TAX.TOTL.CP.ZS,2015,216.5
"Congo, Dem. Rep.",ZAR,"Bird species, threatened",EN.BIR.THRD.NO,2015,37.0
"Congo, Dem. Rep.",ZAR,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,2015,7.0
"Congo, Dem. Rep.",ZAR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,2015,29.3
"Congo, Dem. Rep.",ZAR,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,2015,0.0
"Congo, Dem. Rep.",ZAR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2015,341557000.0
"Congo, Dem. Rep.",ZAR,Distance to frontier score (0=lowest performance to 100=frontier),IC.BUS.DFRN.XQ,2015,38.14
"Congo, Dem. Rep.",ZAR,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,2015,184.0
"Congo, Dem. Rep.",ZAR,"Fish species, threatened",EN.FSH.THRD.NO,2015,93.0
"Congo, Dem. Rep.",ZAR,Improved sanitation facilities (% of population with access),SH.STA.ACSN,2015,28.7
"Congo, Dem. Rep.",ZAR,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,2015,28.7
"Congo, Dem. Rep.",ZAR,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,2015,28.5
"Congo, Dem. Rep.",ZAR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,2015,52.4
"Congo, Dem. Rep.",ZAR,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,2015,31.2
"Congo, Dem. Rep.",ZAR,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,2015,81.1
"Congo, Dem. Rep.",ZAR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2015,85924000.0
"Congo, Dem. Rep.",ZAR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2015,0.0
"Congo, Dem. Rep.",ZAR,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,2015,12.6
"Congo, Dem. Rep.",ZAR,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2015,4.09065618786047
"Congo, Dem. Rep.",ZAR,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,2015,24.0
"Congo, Dem. Rep.",ZAR,"Mammal species, threatened",EN.MAM.THRD.NO,2015,35.0
"Congo, Dem. Rep.",ZAR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2015,693.0
"Congo, Dem. Rep.",ZAR,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,2015,50.0
"Congo, Dem. Rep.",ZAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2015,74.5
"Congo, Dem. Rep.",ZAR,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,2015,68.0
"Congo, Dem. Rep.",ZAR,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,2015,80.5
"Congo, Dem. Rep.",ZAR,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2015,30.1
"Congo, Dem. Rep.",ZAR,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2015,98.3
"Congo, Dem. Rep.",ZAR,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,2015,91.3
"Congo, Dem. Rep.",ZAR,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,2015,104.9
"Congo, Dem. Rep.",ZAR,Number of infant deaths,SH.DTH.IMRT,2015,233339.0
"Congo, Dem. Rep.",ZAR,Number of maternal deaths,SH.MMR.DTHS,2015,22000.0
"Congo, Dem. Rep.",ZAR,Number of neonatal deaths,SH.DTH.NMRT,2015,94252.0
"Congo, Dem. Rep.",ZAR,Number of under-five deaths,SH.DTH.MORT,2015,304558.0
"Congo, Dem. Rep.",ZAR,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,2015,14.5
"Congo, Dem. Rep.",ZAR,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,2015,57.7777666666667
"Congo, Dem. Rep.",ZAR,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,2015,93.3333
"Congo, Dem. Rep.",ZAR,"Plant species (higher), threatened",EN.HPT.THRD.NO,2015,113.0
"Congo, Dem. Rep.",ZAR,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,2015,261331000.0
"Congo, Dem. Rep.",ZAR,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,2015,284835000.0
"Congo, Dem. Rep.",ZAR,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,2015,62105000.0
"Congo, Dem. Rep.",ZAR,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,2015,0.0
"Congo, Dem. Rep.",ZAR,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,2015,0.0
"Congo, Dem. Rep.",ZAR,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,2015,0.0
"Congo, Dem. Rep.",ZAR,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,2015,0.0
"Congo, Dem. Rep.",ZAR,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,2015,0.0
"Congo, Dem. Rep.",ZAR,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,2015,101442000.0
"Congo, Dem. Rep.",ZAR,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,2015,55730000.0
"Congo, Dem. Rep.",ZAR,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,2015,23819000.0
"Congo, Dem. Rep.",ZAR,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,2015,362773000.0
"Congo, Dem. Rep.",ZAR,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2015,340565000.0
"Congo, Dem. Rep.",ZAR,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,2015,85924000.0
"Congo, Dem. Rep.",ZAR,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,2015,6620000.0
"Congo, Dem. Rep.",ZAR,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,2015,992000.0
"Congo, Dem. Rep.",ZAR,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,2015,0.0
"Congo, Dem. Rep.",ZAR,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,2015,6620000.0
"Congo, Dem. Rep.",ZAR,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,2015,992000.0
"Congo, Dem. Rep.",ZAR,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,2015,0.0
"Congo, Dem. Rep.",ZAR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2015,369393000.0
